"","Status","AGE","GENDER","CENTER_C","sitagliptin","Status","AGE","GENDER","CENTER_C","sitagliptin","Status","AGE","GENDER","CENTER_C","sitagliptin","Status","AGE","GENDER","CENTER_C","sitagliptin"
"X.17010","3.20756037203482e-06","0.0036648955914244","0.62418052424239","7.03224358096487e-80","0.157527636497106","7.64848942427538e-06","0.00716608547199266","0.700792041953293","8.67523139942666e-78","0.295255528627864","0.192903321100292","-0.0964950121293663","Inf","Inf","0.0470231932103117","OK_sd","C: CENTER_C","NS","OK_sd","NS"
"X.17146","0.000419812250782924","0.0192805066158943","0.597880615787137","7.98848201064219e-95","0.0442643743632046","0.000769844897719497","0.0326230018426042","0.679970018566808","1.80672834807357e-92","0.117547467731641","-0.145205821867224","-0.0777759539738957","Inf","Inf","-0.0668846887323501","OK_sd","C: Status, CENTER_C","NS","OK_sd","NS"
"X.17301","0.215889196268756","0.0419968437311966","0.0168170360393275","0.495809647068187","0.87600050012299","0.257661951923221","0.0663690853908385","0.0327413456318041","0.517151184528463","0.923646214970394","0.0290979741629078","-0.0676136173312056","Inf","Inf","-0.00519413072351148","NS","OK_sd","OK_sd","NS","NS"
"X.17323","9.41732477075133e-14","3.80529673878126e-08","0.573150403206137","6.74223039027977e-11","0.200689903129235","4.51565714272422e-13","1.78677774205058e-07","0.657451476881427","2.71251098084578e-10","0.346925093689646","0.308539647552066","0.181544509802983","Inf","Inf","0.0425745157469387","OK_sd","OK_sd","NS","OK_sd","NS"
"X.17325","0.0561680354367233","0.000420569098011796","9.28088567494274e-06","0.152947573575643","0.0276245185285301","0.0749459430556868","0.000967308925427132","3.91123039158301e-05","0.171955142785541","0.082034524905839","-0.0790792269323849","0.116994619757977","Inf","Inf","0.0732190683075054","C: GENDER","OK_sd","OK_sd","NS","C: AGE"
"X.17328","0.0293414851854144","0.0980917499142105","0.28322955866231","0.354015667112485","0.535144230243307","0.0410055565361559","0.141006890501678","0.374754345926035","0.376783733546386","0.687030009877169","0.0894413325304216","0.0550210601879091","Inf","Inf","0.0206415633627836","OK_nc","NS","NS","NS","NS"
"X.17335","0.92536645148524","2.1783423813445e-11","0.00593458438414906","8.8244406915718e-10","0.137187381764008","0.935709593640441","1.65140257624831e-10","0.0131490681569624","3.0862799016657e-09","0.270193435491667","0.00388578959926372","0.220071644285036","Inf","Inf","0.0494459587154329","NS","OK_sd","C: AGE","OK_sd","NS"
"X.17343","0.0177274470424117","0.883502916275884","0.0695478688151118","0.020039326520029","0.00221364745171273","0.0258113150606789","0.912415112166191","0.114257213053398","0.0260972803144716","0.0114217474980007","0.0353981798143456","0.00487753815739345","Inf","Inf","0.101593725295688","C: sitagliptin","NS","NS","C: sitagliptin","OK_sd"
"X.17348","4.18907551481105e-05","0.775601625219654","0.000113861586930929","0.00247018571426083","0.024066942731438","8.78605173662844e-05","0.826269744883628","0.000378701405552133","0.00372035739650605","0.074905599281104","0.142552804699306","-0.00948846595711484","Inf","Inf","0.0749919604392054","OK_sd","NS","OK_sd","C: Status","C: Status, GENDER, CENTER_C"
"X.17351","1.74967927749042e-07","0.0014853472705563","0.758296559740488","0.160964852361168","0.00646304341874487","4.66466557869255e-07","0.00307258574107455","0.810881348753224","0.180073622962989","0.0268879619094497","-0.216371445127424","0.105475728864009","Inf","Inf","-0.0904654026254681","OK_sd","OK_sd","NS","NS","C: Status"
"X.17354","6.41104727028226e-26","7.03129643672015e-05","0.764946040470865","8.7328364046077e-28","2.67364019051099e-05","6.64106194333819e-25","0.000183489793550562","0.816704781210829","1.46301962975959e-26","0.000312769805045122","-0.395646097735562","0.131746630634838","Inf","Inf","-0.139113024325845","OK_sd","OK_sd","NS","OK_sd","C: Status"
"X.17355","0.672210092696092","0.105051435717189","0.865050525636983","0.132746680204922","0.269160611722785","0.71320492243049","0.150374259776609","0.893598446171474","0.150995176058742","0.434305529260189","0.00468112665174463","0.053913950356966","Inf","Inf","-0.0367697622987687","NS","NS","NS","NS","NS"
"X.17357","9.85006728474867e-31","4.87074230210829e-15","9.12021740022518e-06","7.22110262122073e-11","3.15980129985298e-05","1.42197247929829e-29","6.11999750366755e-14","3.85549377324161e-05","2.89057116725561e-10","0.000357320863658374","0.477384022814811","0.256279910436365","Inf","Inf","0.137866804488771","OK_sd","OK_sd","OK_sd","OK_sd","C: Status, AGE, CENTER_C"
"X.17361","0.702335085555162","0.439008671409068","0.615978381846069","0.00306210644324658","0.993136088178487","0.742265351322706","0.521202770867984","0.695409870353674","0.00454625650271949","0.996884633680203","0.0130889754922568","-0.0257555824213145","Inf","Inf","-0.000286360652563299","NS","NS","NS","OK_nc","NS"
"X.17365","0.373545396984785","0.000324305192459122","0.136477851890057","0.00351785721351327","0.02762695496092","0.42312279107542","0.000768031668703367","0.201523879232653","0.00516637688175055","0.082034524905839","-0.0323872609728109","0.119242338430017","Inf","Inf","-0.0732179233749168","NS","OK_sd","NS","OK_sd","C: AGE, CENTER_C"
"X.17367","0.00289916635966262","0.000319060929340592","4.40971273587968e-06","0.198180201867261","0.108565578599379","0.00474568003626317","0.000756933008942629","2.02846785850465e-05","0.219356063567597","0.230192953373996","-0.123004556145115","0.119382033706886","Inf","Inf","0.0533769101137827","OK_sd","OK_sd","OK_sd","NS","NS"
"X.17398","0.00569255125923061","0.00310417961736651","0.0159799605669756","0.000112690855095002","0.0137567495002744","0.00893039544367161","0.00617649815361635","0.0313364255626963","0.000206371781867635","0.0481549875979545","0.0550941338211401","0.0981996467531681","Inf","Inf","0.0818669309494959","OK_sd","OK_sd","C: AGE","OK_sd","OK_sd"
"X.17438","0.199821993250788","3.17819376306339e-09","0.000336387866523154","2.46161355175497e-05","0.225382623819561","0.241029728747839","1.71143211764961e-08","0.000996677587056594","4.97825572240163e-05","0.380403259357145","-0.0530546623794212","0.195230454564166","Inf","Inf","0.0403388621481667","NS","OK_sd","OK_sd","OK_sd","NS"
"X.17612","0.869773589241447","2.22635865261038e-17","6.1950334875883e-06","2.22851243572331e-10","0.755859670084743","0.887430647068153","4.02822492212305e-16","2.72943520865498e-05","8.42365285592347e-10","0.843504582487661","-0.00674332200924865","0.276785429844786","Inf","Inf","0.010349434988734","NS","OK_sd","OK_sd","OK_sd","NS"
"X.17653","4.466096469779e-09","0.00245376652463474","0.0482660043156525","5.57086915439227e-32","0.00103544680748848","1.35885491244173e-08","0.00494763918860229","0.083542050837169","1.28129990551022e-30","0.00612242130107517","0.24297546953291","-0.100570498709091","Inf","Inf","0.108880741126527","OK_sd","C: CENTER_C","C: Status","OK_sd","C: Status"
"X.17654","4.80935149386007e-09","0.00406244779177504","0.0122311836796692","1.86040427542486e-23","0.00289369764314308","1.46002012912038e-08","0.00786411077523356","0.0247431492442585","2.46902302498496e-22","0.0143311959917706","0.242458500448797","-0.0954246362162526","Inf","Inf","0.0989128039545865","OK_sd","C: CENTER_C","C: Status","OK_sd","C: Status"
"X.17655","0.0383121746035103","0.194444413886522","0.694858234256548","0.00101866253159017","0.00387878733919084","0.0523561137330951","0.26030822522822","0.759196959650672","0.00163395396615587","0.0180257343126095","-0.0620703759671867","-0.0431713465203925","Inf","Inf","-0.0959067379963323","AD","NS","NS","OK_sd","C: CENTER_C"
"X.17673","0.194400115964724","0.0505839977750861","0.043763159293763","0.00366171581971038","0.0226910819844102","0.235116717793343","0.0782696522015871","0.0767268826377732","0.00535447022343425","0.0717757535031344","0.0344267324145297","0.0650072357660559","Inf","Inf","0.0757389625186734","NS","C: CENTER_C, sitagliptin","C: sitagliptin","OK_sd","OK_sd"
"X.17676","0.0948950551451511","1.38427506078525e-07","0.1233803564328","6.39614054033837e-05","0.468772045341587","0.122175132667903","5.85190422892707e-07","0.186030159643677","0.000120382284510946","0.626105970008399","-0.0691829616079442","0.173995007459824","Inf","Inf","-0.0241123030861736","NS","OK_sd","NS","OK_sd","NS"
"X.17685","0.918802549664878","7.49031288360359e-07","0.0062358211862634","0.703631826295379","0.610469047524075","0.931153890885168","2.73235338254034e-06","0.0136704512920185","0.719539101946367","0.735707368996599","0.00420392442025608","0.163600402045096","Inf","Inf","0.0169553798437017","NS","OK_sd","OK_sd","NS","NS"
"X.17690","0.000367382461536249","0.000519450127643051","0.996844949136853","0.0439937686524534","0.0790356793727074","0.000675525745670311","0.00116562281047673","0.997580085530022","0.0538318702086377","0.181167933967507","-0.147330507993137","-0.115139276788297","Inf","Inf","-0.0584125605146369","OK_sd","OK_sd","NS","C: AGE","NS"
"X.17692","0.00649862344653659","0.229351948533938","0.568224311844542","4.12606703292766e-05","0.564933138392958","0.0100669315261988","0.30070588807783","0.652904649596142","7.99867566240406e-05","0.706144151873241","0.0664447297558315","0.0399961153028595","Inf","Inf","-0.0191559731246745","OK_sd","NS","NS","OK_sd","NS"
"X.17761","0.0657453458437049","5.3282108389331e-05","0.0640869503351977","5.55888083757485e-16","0.550482746229865","0.0864500332460344","0.000143175883335291","0.106445522160175","3.90849808113424e-15","0.698788668506947","-0.0761592037539909","0.13389862491147","Inf","Inf","-0.0198716829013176","C: CENTER_C","OK_sd","NS","OK_sd","NS"
"X.17765","1.93449525994065e-08","0.781371012658825","0.00650609876613155","9.11761141786284e-07","0.00025233053612468","5.62122070179756e-08","0.830932197132231","0.0141260416410248","2.17827441796477e-06","0.00189197932513706","0.135156170111234","-0.00923807394763022","Inf","Inf","0.121376320161236","OK_sd","NS","OK_sd","OK_sd","OK_sd"
"X.17969","0.0540122760048417","0.000411116794067381","3.6285988841906e-05","1.82087536692393e-18","0.0374845623927667","0.0722827007283729","0.000950401174700914","0.000132970147267447","1.65834085430589e-17","0.105096180097075","-0.0727278924704305","-0.117192756776845","Inf","Inf","-0.0691691519994414","C: AGE, GENDER","OK_sd","OK_sd","OK_sd","NS"
"X.18345","3.98409964860552e-23","0.000308625393552723","4.62508577477144e-08","2.30831241115298e-07","0.00013635189220473","3.46565591228057e-22","0.000733458247024598","2.94659220486612e-07","5.92132314165329e-07","0.00115643448576137","0.409257723290878","0.119666514965549","Inf","Inf","0.126470023499034","OK_sd","OK_sd","OK_sd","OK_sd","C: Status"
"X.18779","0.829214157608393","0.00313204287451373","0.706961546462376","2.2973346729926e-121","0.105684892590528","0.854592510822447","0.00622281432022714","0.768091928382261","1.03916105041699e-118","0.224787459632205","0.00858964016679353","-0.0981085633295325","Inf","Inf","-0.0538161041017505","NS","C: CENTER_C","NS","OK_sd","NS"
"X.18886","2.05238676056321e-22","1.96786642459384e-06","3.29207772617391e-12","2.53312295855619e-08","0.00390849683113426","1.72986884104613e-21","6.62628967288795e-06","3.28481579001323e-11","7.34497404863407e-08","0.0181018095557993","0.403406314976197","0.157349456497271","Inf","Inf","0.0958273671233875","OK_sd","OK_sd","OK_sd","OK_sd","C: Status, CENTER_C"
"X.18887","9.69447262653849e-19","0.0151047975709532","0.000712487502235984","5.79247377809342e-05","1.6729711431018e-05","6.61075344432801e-18","0.0262112663731246","0.0019976147531699","0.000110398692652707","0.000210205726036032","-0.366087964278004","0.0807508372316871","Inf","Inf","-0.142554970234376","OK_sd","C: CENTER_C, sitagliptin","OK_sd","C: Status","C: Status"
"X.18899","1.49551848101343e-06","4.65931349912256e-10","1.96674261620642e-09","1.96386282763212e-06","0.0631838861161865","3.70331857433434e-06","2.88707233712754e-09","1.47451366308957e-08","4.5554903540116e-06","0.1536568699994","-0.199311465351709","-0.205174297810328","Inf","Inf","-0.0617849114495194","OK_sd","OK_sd","OK_sd","OK_sd","NS"
"X.18901","2.12045185398866e-10","0.000473378598727039","0.0155222750475552","0.000286508679172086","0.0881111228939996","7.32176378082089e-10","0.00107962144281108","0.0305271409268586","0.000500376161694363","0.19750337543831","-0.262961153465965","0.115958625501157","Inf","Inf","-0.0567237189559989","OK_sd","OK_sd","C: Status","OK_sd","NS"
"X.18913","0.605873320861765","0.00555675817429071","0.00177477425397219","4.86242033349416e-26","0.739114988904813","0.65045102564036","0.0104729456146007","0.00441093161655725","7.49807317335406e-25","0.828908297474241","0.0213775237748969","-0.0921039951064053","Inf","Inf","0.0110851247724343","NS","C: CENTER_C","OK_sd","OK_sd","NS"
"X.18921","6.28196650610222e-08","0.0204809170540415","0.855290695384751","1.08953156873563e-30","0.333708838238724","1.74685011245506e-07","0.0345679159730526","0.888690255464859","2.27460667503731e-29","0.503718457719631","-0.22411461943122","0.0770256035822901","Inf","Inf","-0.0321693551407193","OK_sd","C: CENTER_C","NS","OK_sd","NS"
"X.18922","4.83883881300954e-14","0.00485461540286708","0.000249794479960757","6.76913877986881e-10","0.00185031294171183","2.37050695640937e-13","0.00921358475760928","0.000768641971217114","2.42367317263377e-09","0.0098081041480584","0.312158431140854","0.093548397628533","Inf","Inf","0.103353937644448","OK_sd","C: Status, GENDER","OK_sd","OK_sd","C: Status, CENTER_C"
"X.18935","3.0547407081953e-08","1.39503650113631e-10","0.876108991059553","1.90383830503702e-09","0.961408338034861","8.72691187583374e-08","9.23446113191204e-10","0.90203330870092","6.42663825854537e-09","0.980188666200831","-0.222251258336837","0.211171594401068","Inf","Inf","0.00161064169779466","OK_sd","OK_sd","NS","OK_sd","NS"
"X.19141","0.0482507743143653","0.000366407291272794","0.044927853355275","0.0258572451618307","0.678570490332817","0.0648280205392017","0.00085726671423652","0.0785658466534899","0.0330163812773273","0.787699020856829","-0.0818174587844978","0.118191654467328","Inf","Inf","0.0137940170308731","OK_sd","OK_sd","C: AGE","OK_sd","NS"
"X.19183","0.0330359985525125","1.06616016596774e-05","0.00214126899676767","0.0428933778678292","0.177119797590967","0.0457447449344485","3.19377338900271e-05","0.00524747698152501","0.0526277701325897","0.31876865428507","0.0784202333746151","0.145789466135554","Inf","Inf","0.0449041926763213","C: AGE, GENDER","OK_sd","OK_sd","AD","NS"
"X.19438","6.38611344420128e-15","0.783154840780412","0.00524780658915623","1.81725766600491e-07","0.00476085187739515","3.28255906961407e-14","0.831565820766055","0.0119284313927722","4.73324117613948e-07","0.021112666658906","0.320191335370911","-0.00916076179088155","Inf","Inf","0.0937553709995597","OK_sd","NS","C: Status","OK_sd","C: Status, GENDER"
"X.21258","5.60914010986926e-24","0.49123616066277","0.0379046846650803","6.13326068992827e-22","0.0195169447751879","5.24938146833971e-23","0.568777704794691","0.0673254673959607","7.43110246092202e-21","0.0635119761629017","-0.418290479815482","0.0229099903985007","Inf","Inf","-0.0776250013747234","OK_sd","NS","C: CENTER_C","OK_sd","C: Status, GENDER, CENTER_C"
"X.21285","0.000258270663851124","0.693901829307212","1.31786395694786e-22","5.86274901453925e-14","0.0103463424847181","0.000483411435649621","0.754507037155358","3.19346676710402e-21","3.31489600530407e-13","0.0392940538630461","0.151273107381864","-0.013100105333797","Inf","Inf","0.0851941224860407","OK_sd","NS","OK_sd","OK_sd","C: Status, GENDER, CENTER_C"
"X.21286","0.515798732910525","3.81950233924336e-05","0.00728573165009594","1.35247534386945e-10","0.934093945228746","0.564922421759147","0.000105346842974659","0.0156932346812384","5.25876516226605e-10","0.960276881572279","-0.0269221592264778","0.136439389533905","Inf","Inf","-0.00275267889216405","NS","OK_sd","OK_sd","OK_sd","NS"
"X.21310","0.00588371725190251","0.0107201120386056","0.00857349137838035","0.153923579002825","0.0932196405965918","0.00918780703202728","0.0189170247547306","0.0181218501564831","0.172766167664875","0.20514692538922","0.114085419199436","0.0847855356495349","Inf","Inf","0.0558339581183404","OK_sd","OK_sd","OK_sd","NS","NS"
"X.21312","0.000174853031808496","3.67275952632568e-06","0.0543651374891561","0.00146752236391822","0.0130750508913914","0.000335134977632951","1.16447071897756e-05","0.0923322798157507","0.00229163158554319","0.0462053230719221","-0.150307340960994","-0.153178900341955","Inf","Inf","-0.0824685389057191","OK_sd","OK_sd","C: Status, AGE, CENTER_C","OK_sd","C: Status, AGE, CENTER_C"
"X.21315","0.0118853310898936","0.000859835062429276","0.472143119644904","1.28862393381377e-15","0.375003348574266","0.0176846428607298","0.00184327990476545","0.564989606135922","8.40703210666e-15","0.545360567477182","0.0463113403701726","0.110598120027774","Inf","Inf","-0.029523919057599","C: AGE, CENTER_C","OK_sd","NS","OK_sd","NS"
"X.21319","0.00215685988455234","0.00855614160632632","0.840425622779553","1.59236970320803e-56","0.737249847788607","0.00360007240262918","0.0155639197852343","0.877950400394037","8.64338274901318e-55","0.828185466431407","-0.12707213707066","0.0873544232853253","Inf","Inf","-0.0111674001326299","C: CENTER_C","C: CENTER_C","NS","OK_sd","NS"
"X.21339","8.4121140670592e-16","7.25924672479845e-14","0.853092598802206","1.54049102874521e-66","0.281550096049645","4.58443324859411e-15","7.81809349646944e-13","0.887085560593558","1.28181202673687e-64","0.44425986085973","0.333359844568416","-0.245276113533352","Inf","Inf","0.0358335251836732","OK_sd","OK_sd","NS","OK_sd","NS"
"X.21353","0.0167022174822445","0.231571411475734","0.0246206369552141","0.0449028818487202","0.00716792483178485","0.0244233934519459","0.30332278510866","0.046083040480311","0.0548453741392559","0.0287822890868117","0.0991330826127959","0.0398063017302441","Inf","Inf","0.0893281158755268","AD","NS","OK_sd","AD","OK_sd"
"X.21364","2.03381007688621e-24","0.0884646203015981","7.28886550345193e-19","7.41713381342419e-12","5.77601598830595e-05","1.97134305309614e-23","0.128254796740672","1.39309725185694e-17","3.32179887287677e-11","0.000576327477656704","0.422392146614705","-0.0566608326786766","Inf","Inf","0.133275848982146","OK_sd","NS","OK_sd","OK_sd","C: Status, GENDER, CENTER_C"
"X.21383","0.682492909182364","4.48659190788044e-07","0.000176145584959572","9.40395889514276e-38","0.578934700345479","0.722984291772419","1.705407624368e-06","0.000563748959410707","2.65857754598098e-36","0.715068187639242","0.0169406792178429","0.166823544525623","Inf","Inf","0.0184708331378288","NS","OK_sd","OK_sd","OK_sd","NS"
"X.21410","1.25114797339038e-13","0.00041519663408214","4.21232656122672e-20","5.37860457444781e-09","0.000140578665351296","5.85057105333023e-13","0.000956573569523708","8.79404175936102e-19","1.70134415093839e-08","0.0011775632647019","0.301620215195483","0.117106720496047","Inf","Inf","0.126221857704878","OK_sd","C: Status, GENDER","OK_sd","OK_sd","C: Status, CENTER_C"
"X.21441","9.77381954374264e-05","3.08191204695242e-05","0.000218059809203046","5.93873658880832e-05","0.131558494384161","0.000195045192953805","8.60525647677868e-05","0.000677133091735775","0.000112869265420349","0.264873704568704","0.161385249906264","-0.138053658815684","Inf","Inf","0.0501648709565934","OK_sd","OK_sd","OK_sd","OK_sd","NS"
"X.21442","3.64995795677505e-07","2.96891923170728e-13","0.259982029359445","2.78661858793981e-28","0.144075581546538","9.47034980371653e-07","2.98431362772354e-12","0.350691465050464","4.97558082083463e-27","0.280880791931111","-0.210474588981173","0.239318647378556","Inf","Inf","-0.0485964734790724","OK_sd","OK_sd","NS","OK_sd","NS"
"X.21467","3.9576385487186e-45","0.00982319221919769","0.101839516113014","3.46196188243732e-10","1.10524772161983e-05","1.41329355542398e-43","0.017585846756532","0.158481907529083","1.28007691402383e-09","0.0001517134671428","0.583913740015679","0.085788606839169","Inf","Inf","0.145533503214784","OK_sd","C: Status","NS","C: Status","C: Status"
"X.21470","1.63596876690103e-10","0.0125356109379246","1.44376612392921e-11","1.11444919776229e-15","0.00328991232593912","5.72167426980592e-10","0.0220062406762791","1.37195380063558e-10","7.44979094267699e-15","0.0160014732125426","0.264767704770886","-0.0829645590498659","Inf","Inf","0.097606010862858","OK_sd","OK_sd","OK_sd","OK_sd","C: Status, GENDER, CENTER_C"
"X.21471","1.11255899976304e-37","0.384724897290166","1.23186572850075e-06","9.80104799549828e-12","0.000127422980422115","2.47498780766958e-36","0.466551997875564","6.21428176050379e-06","4.27653444691034e-11","0.001115567641502","0.531432856509834","0.0289279010004777","Inf","Inf","0.12701897465602","OK_sd","NS","OK_sd","OK_sd","C: Status"
"X.21607","0.000652488322597297","0.443774307695548","0.668889823743996","2.51772460617148e-06","0.185336831128828","0.00116350414423723","0.525481444627277","0.738554508397561","5.7907665941944e-06","0.328331696921436","-0.141195050731142","-0.0254883182210449","Inf","Inf","-0.0440674073450693","OK_sd","NS","NS","OK_sd","NS"
"X.21628","4.27511274063499e-05","6.31956049861109e-05","8.47014458139484e-06","4.80996039964981e-23","0.357151265698508","8.93887209405499e-05","0.000165552965185623","3.60708100539612e-05","6.27607332915846e-22","0.527945825220998","0.169497687841569","0.132578555724425","Inf","Inf","0.0306438204627284","C: CENTER_C","OK_sd","OK_sd","OK_sd","NS"
"X.21661","2.95055731125966e-09","0.0128192122782603","0.066407426836461","0.00243050999016892","0.00505623962488348","9.22559048704921e-09","0.0224750272113685","0.110030376333428","0.0036728307980615","0.0222049099384041","-0.214723961233","-0.08270148494941","Inf","Inf","-0.0931152903425463","OK_sd","C: Status","NS","OK_sd","C: Status, AGE, CENTER_C"
"X.21733","0.0283559270585879","0.000208665724565727","4.89312780763007e-07","0.000364137641959105","0.691292347951399","0.0398746041642526","0.000509279475244049","2.6559897739816e-06","0.000625487063466463","0.79431305348861","-0.0908047674775317","0.12296948743755","Inf","Inf","-0.0132178041092412","C: GENDER","OK_sd","OK_sd","OK_sd","NS"
"X.21736","6.8583155466136e-16","2.56441056957379e-14","0.131259208074667","1.27894105577075e-08","0.00114627023458274","3.7832252832336e-15","2.92429003606019e-13","0.195734885008048","3.83965268292236e-08","0.00667591720312782","0.334393782736641","0.249577590688053","Inf","Inf","0.107930838171781","OK_sd","OK_sd","NS","OK_sd","C: Status"
"X.21742","1.17163385599858e-11","0.0780898980355793","3.81680839783184e-10","1.9476550523354e-09","0.125862208020158","4.50398623963194e-11","0.115057537062195","3.13903575506534e-09","6.55823301741722e-09","0.258533358630398","-0.266994648517833","0.0585974666942402","Inf","Inf","-0.0509170491479599","OK_sd","NS","OK_sd","OK_sd","NS"
"X.21752","8.68363518160178e-25","0.0372094143644008","0.000792857142451174","1.36971149392797e-43","6.99091264668574e-07","8.66448010399531e-24","0.0596141384799196","0.00218236742861307","5.46676028605957e-42","1.75679045584306e-05","-0.375864929044573","0.0692690526222816","Inf","Inf","-0.164037970454989","OK_sd","C: CENTER_C","OK_sd","OK_sd","C: Status"
"X.21788","0.720345416790265","0.416376828191895","1.95060595573124e-05","0.00223651259462534","0.510866989885565","0.7589353498326","0.498256927562964","7.64502193021378e-05","0.00339859752621119","0.664665872746608","0.0141172326815357","0.0270482707885108","Inf","Inf","-0.021883278295273","NS","NS","OK_sd","OK_sd","NS"
"X.21796","0.390259102333479","0.315162024870212","9.08998325755021e-06","2.13588838719702e-10","0.212848114340013","0.4398518287928","0.395995247915627","3.85472102515488e-05","8.14157455456841e-10","0.363314328502387","0.0355913330985195","0.0334258970162734","Inf","Inf","0.0414503526492756","NS","NS","OK_sd","OK_sd","NS"
"X.21803","0.026564892495143","0.000532648742510449","0.000131897342702893","2.70383268556256e-19","0.886988941475014","0.0375505824124052","0.00118687084332788","0.000434428869048121","2.65876880746985e-18","0.932653279439654","0.0803858520900322","0.11491701332668","Inf","Inf","0.00473058374929556","C: AGE, GENDER","OK_sd","OK_sd","OK_sd","NS"
"X.21807","0.00118878902555397","0.000156705308761533","0.538740018425106","3.62748344653394e-09","0.548849717110712","0.00206553995861298","0.000395258557601115","0.62948781363005","1.18045444531092e-08","0.698788668506947","-0.120118618840399","0.125335358441213","Inf","Inf","0.0199531386193759","C: CENTER_C","OK_sd","NS","OK_sd","NS"
"X.21815","0.0112201509227523","0.36753432745629","9.63173738052443e-30","9.18572263363788e-08","0.361568239303021","0.0167132215172062","0.449318993115482","3.96068715920353e-28","2.468321903732e-07","0.531564469636195","-0.0997295854021565","0.0299883391268144","Inf","Inf","-0.0303635398333888","C: GENDER, CENTER_C","NS","OK_sd","OK_sd","NS"
"X.21816","0.470498773212208","0.34532276772008","1.29701418291375e-07","0.150032969444988","0.764948146895421","0.521197416529769","0.429123622523946","7.78782409829185e-07","0.169098620877782","0.84737521252007","-0.0265528955949689","0.0314053301027534","Inf","Inf","0.00995225217863238","NS","NS","OK_nc","NS","NS"
"X.21821","1.10048014675446e-11","0.188838667442507","0.924068698450924","2.21137289335504e-06","0.00200253695742971","4.26671874041659e-11","0.253968356510883","0.942152787399572","5.12087545440748e-06","0.0104517025047389","-0.281219819799348","0.0437191209158257","Inf","Inf","-0.102580998109409","OK_sd","NS","NS","OK_sd","OK_sd"
"X.21830","0.566613340706978","1.22325404667811e-08","0.169029242959167","5.18670224806311e-06","0.804892866233847","0.614132830143266","6.08042396096042e-08","0.242979536753802","1.14818188427759e-05","0.87532906984954","-0.0190880892595412","0.187926686088851","Inf","Inf","-0.00822244285554001","NS","OK_sd","NS","OK_sd","NS"
"X.21831","0.00317942337602789","0.531425483073186","0.199092738752035","0.968378769920803","0.0424845097973166","0.00519816568827692","0.603973518032088","0.278524584006713","0.969092913556438","0.113935730820076","-0.0921113926351789","0.020829874015864","Inf","Inf","-0.0674540948684018","OK_nc","NS","NS","NS","NS"
"X.21834","0.000234065461128345","0.189343417994185","0.586274568935962","0.000485454451237285","0.397661703826398","0.000439317884856383","0.254395067542682","0.669112354958873","0.000815299121694302","0.566835012702124","-0.152272959676411","0.043669312650195","Inf","Inf","-0.0281488326720718","OK_sd","NS","NS","OK_sd","NS"
"X.21839","0.0194060443425435","0.00425813528864075","0.119301566160162","1.08204303653052e-10","0.134647523837774","0.0279647011016103","0.00816142596989477","0.182303044207465","4.25603594368673e-10","0.268204958963614","-0.0872825605308307","0.094932228651883","Inf","Inf","-0.0497674704590099","C: CENTER_C","OK_sd","NS","OK_sd","NS"
"X.21840","0.0671056426713946","0.668700887307539","0.83351242261435","0.0387041239731523","0.271466199956546","0.0880680436219367","0.732978274698167","0.873212258379535","0.0478337852746518","0.435952228805957","-0.0655755399770488","-0.0142438939653703","Inf","Inf","-0.0365933418488915","OK_sd","NS","NS","OK_sd","NS"
"X.21842","1.38252653705277e-17","0.0240342839090402","0.0102206491565809","0.0411499472241993","0.150128955252401","8.60591059991102e-17","0.0400669818975032","0.021102930698238","0.0505801434630783","0.287696966601424","-0.335723131810074","0.075009258245939","Inf","Inf","-0.0478752454870047","OK_sd","C: GENDER","OK_sd","C: Status","NS"
"X.21845","0.575691446781765","0.227524063318832","0.679049833647627","3.53900350871731e-06","0.528443910476385","0.620996258571427","0.299594881692371","0.746824547133094","7.97745475303885e-06","0.681652458665831","-0.0221330939747537","0.0401534224504516","Inf","Inf","-0.0209813375851951","NS","NS","NS","OK_nc","NS"
"X.22143","0.0467312165160347","0.00024687044577858","0.0121071463828979","0.405680711436159","0.570852217430328","0.0629109730280348","0.000597153645136422","0.0245949066490906","0.42874511325457","0.710684824819225","-0.0786588344903594","0.121560724075976","Inf","Inf","-0.0188653614827156","OK_sd","OK_sd","OK_sd","NS","NS"
"X.22162","1.00697897137206e-05","8.80370573723789e-11","0.862692401617709","3.26394897376252e-05","0.00240174275102809","2.24379386560243e-05","6.09521871705705e-10","0.893598446171474","6.43775982179613e-05","0.0122603248194443","-0.182904798154818","0.2134143761868","Inf","Inf","-0.100784167474724","OK_sd","OK_sd","NS","OK_sd","C: Status, CENTER_C"
"X.22509","3.06888462612248e-18","0.000137285695811378","0.22017078566173","2.07082878642497e-18","2.04811328387703e-05","2.02159050371272e-17","0.000351503187200075","0.303013951463456","1.87340977545246e-17","0.000245954843028418","-0.328911638053469","0.126414580730365","Inf","Inf","-0.141079470555019","OK_sd","OK_sd","NS","OK_sd","C: Status"
"X.22520","6.96064432520753e-30","7.7605160355559e-09","2.88193568572204e-07","5.41426297909103e-06","3.65738440444458e-05","9.63836158092511e-29","3.98902282585203e-08","1.62949446896867e-06","1.19359646282943e-05","0.000398337371500486","0.457830093281674","0.190424685866848","Inf","Inf","0.136767140066869","OK_sd","OK_sd","OK_sd","OK_sd","C: Status"
